model_id, fold, beta_1, lr, recurrent_dropout, lstm_units, tf_length, epoch, loss, acc, f1, val_loss, val_acc, val_f1, time
1, 3, 0.7328048537860504, 0.0002595287005180457, 0.2, 54.0, 30.0, 179, 0.38612696528434753, 0.8402838110923767, 0.48981964588165283, 0.4728541374206543, 0.7761198878288269, 0.5399290919303894, 38.36803221702576
1, 5, 0.7328048537860504, 0.0002595287005180457, 0.2, 54.0, 30.0, 99, 0.4468924105167389, 0.7982195019721985, 0.48755785822868347, 0.49698859453201294, 0.8009403347969055, 0.43614137172698975, 36.00899934768677
1, 9, 0.7328048537860504, 0.0002595287005180457, 0.2, 54.0, 30.0, 141, 0.3696938157081604, 0.8446104526519775, 0.5455602407455444, 0.4373297393321991, 0.84328293800354, 0.6388207674026489, 38.10899877548218
2, 3, 0.8514643430138349, 0.0018267915602362657, 0.2, 48.0, 50.0, 86, 0.3558112382888794, 0.8496638536453247, 0.6861388087272644, 0.4466272294521332, 0.7947765588760376, 0.5613347887992859, 38.71599626541138
2, 5, 0.8514643430138349, 0.0018267915602362657, 0.2, 48.0, 50.0, 171, 0.3540181517601013, 0.835015594959259, 0.5336243510246277, 0.5523104667663574, 0.7868337631225586, 0.5106079578399658, 36.55099844932556
2, 9, 0.8514643430138349, 0.0018267915602362657, 0.2, 48.0, 50.0, 125, 0.23367878794670105, 0.9157660007476807, 0.5626890659332275, 0.4563886523246765, 0.8376858830451965, 0.6543986797332764, 38.1969997882843
3, 3, 0.9170500290999992, 0.009880233573950948, 0.2, 36.0, 60.0, 84, 0.34105807542800903, 0.8582620620727539, 0.6148619055747986, 0.43055444955825806, 0.7860701084136963, 0.594967246055603, 37.507001876831055
3, 5, 0.9170500290999992, 0.009880233573950948, 0.2, 36.0, 60.0, 192, 0.26063960790634155, 0.88960862159729, 0.7053739428520203, 0.6828975677490234, 0.7617553472518921, 0.5433537364006042, 35.590999603271484
3, 9, 0.9170500290999992, 0.009880233573950948, 0.2, 36.0, 60.0, 69, 0.27605557441711426, 0.8809859752655029, 0.658717691898346, 0.4157569110393524, 0.8246262669563293, 0.6682673096656799, 37.69499754905701
4, 3, 0.7614818162798773, 0.005780308782428003, 0.1, 38.0, 60.0, 108, 0.42653730511665344, 0.8045880198478699, 0.5541201233863831, 0.5050178170204163, 0.7898014783859253, 0.629148006439209, 37.11698126792908
4, 5, 0.7614818162798773, 0.005780308782428003, 0.1, 38.0, 60.0, 54, 0.46293359994888306, 0.7919664978981018, 0.5426910519599915, 0.4488963782787323, 0.8166143298149109, 0.5506462454795837, 36.301000118255615
4, 9, 0.7614818162798773, 0.005780308782428003, 0.1, 38.0, 60.0, 87, 0.21061721444129944, 0.9192758202552795, 0.7021713852882385, 0.5816598534584045, 0.8059696555137634, 0.6524593234062195, 37.264000415802
5, 3, 0.9670845384986726, 0.009406941190338166, 0.4, 52.0, 20.0, 143, 0.4397905468940735, 0.7644627690315247, 0.541863739490509, 0.48307183384895325, 0.7835826277732849, 0.6056816577911377, 37.012001514434814
5, 5, 0.9670845384986726, 0.009406941190338166, 0.4, 52.0, 20.0, 109, 0.4199475944042206, 0.7958144545555115, 0.5564771890640259, 0.46877312660217285, 0.8275860548019409, 0.6590628623962402, 36.58998107910156
5, 9, 0.9670845384986726, 0.009406941190338166, 0.4, 52.0, 20.0, 116, 0.3511675000190735, 0.848120391368866, 0.6922435164451599, 0.3315812945365906, 0.84328293800354, 0.7482261657714844, 38.16800093650818
6, 3, 0.9784200812614501, 0.006165759110676487, 0.3, 50.0, 60.0, 77, 0.4653993844985962, 0.785306990146637, 0.4946296811103821, 0.44136106967926025, 0.7786074280738831, 0.478150337934494, 39.359999656677246
6, 5, 0.9784200812614501, 0.006165759110676487, 0.3, 50.0, 60.0, 70, 0.35591650009155273, 0.8342941403388977, 0.548484742641449, 0.5519436597824097, 0.727272629737854, 0.5622851252555847, 38.00600051879883
6, 9, 0.9784200812614501, 0.006165759110676487, 0.3, 50.0, 60.0, 51, 0.31505340337753296, 0.8710943460464478, 0.5205095410346985, 0.44962483644485474, 0.8022382855415344, 0.6461096405982971, 39.39699959754944
7, 3, 0.7263925573191407, 0.0005472808615286142, 0.3, 26.0, 30.0, 147, 0.4434829354286194, 0.7881731390953064, 0.4579688608646393, 0.4357742667198181, 0.7960203886032104, 0.487966388463974, 34.112000942230225
7, 5, 0.7263925573191407, 0.0005472808615286142, 0.3, 26.0, 30.0, 185, 0.5081304907798767, 0.7592588663101196, 0.4707394242286682, 0.4453223645687103, 0.813479483127594, 0.5247769951820374, 33.34100031852722
7, 9, 0.7263925573191407, 0.0005472808615286142, 0.3, 26.0, 30.0, 140, 0.3686552345752716, 0.844929575920105, 0.5155220627784729, 0.42500895261764526, 0.8320889472961426, 0.6316915154457092, 34.34999942779541
8, 3, 0.7018641427660673, 0.00021740370217335786, 0.1, 40.0, 80.0, 133, 0.3790169656276703, 0.8561776876449585, 0.484596312046051, 0.5273451805114746, 0.7500004172325134, 0.41976815462112427, 38.10699987411499
8, 5, 0.7018641427660673, 0.00021740370217335786, 0.1, 40.0, 80.0, 52, 0.4966711699962616, 0.7821061015129089, 0.38803404569625854, 0.5618487000465393, 0.7178682684898376, 0.387351393699646, 36.322999238967896
8, 9, 0.7018641427660673, 0.00021740370217335786, 0.1, 40.0, 80.0, 104, 0.3950519859790802, 0.8385478854179382, 0.4251490831375122, 0.43506401777267456, 0.8339546322822571, 0.6067134141921997, 38.574000120162964
9, 3, 0.7600837547655406, 0.00017723322399513811, 0.2, 36.0, 20.0, 52, 0.6171497106552124, 0.7381468415260315, 0.34990426898002625, 0.6052972674369812, 0.7848263382911682, 0.36310577392578125, 35.622000217437744
9, 5, 0.7600837547655406, 0.00017723322399513811, 0.2, 36.0, 20.0, 200, 0.4435732364654541, 0.7922070026397705, 0.4174368977546692, 0.4855155944824219, 0.8119121193885803, 0.389026015996933, 33.97700047492981
9, 9, 0.7600837547655406, 0.00017723322399513811, 0.2, 36.0, 20.0, 161, 0.4664851725101471, 0.8203601837158203, 0.5165808200836182, 0.49030160903930664, 0.8451485633850098, 0.6229780912399292, 37.05399250984192
10, 3, 0.9370279770215171, 0.002177706979620355, 0.4, 56.0, 20.0, 157, 0.40375301241874695, 0.7920814752578735, 0.5526629686355591, 0.46626219153404236, 0.8009954690933228, 0.598257839679718, 38.14199995994568
10, 5, 0.9370279770215171, 0.002177706979620355, 0.4, 56.0, 20.0, 102, 0.3988844156265259, 0.8140922784805298, 0.5613610148429871, 0.4321467876434326, 0.7962381839752197, 0.6249343156814575, 37.13399887084961
10, 9, 0.9370279770215171, 0.002177706979620355, 0.4, 56.0, 20.0, 167, 0.31145042181015015, 0.8487585186958313, 0.5472904443740845, 0.5041512250900269, 0.8320889472961426, 0.6795177459716797, 40.11778426170349
11, 3, 0.924615591595134, 0.0016252893230996595, 0, 58.0, 50.0, 96, 0.3987041711807251, 0.8212635517120361, 0.5777813196182251, 0.4438057541847229, 0.7898014187812805, 0.554653525352478, 40.412803173065186
11, 5, 0.924615591595134, 0.0016252893230996595, 0, 58.0, 50.0, 200, 0.24769321084022522, 0.9025954604148865, 0.7173446416854858, 0.6158401966094971, 0.7695924043655396, 0.5945355296134949, 38.33300042152405
11, 9, 0.924615591595134, 0.0016252893230996595, 0, 58.0, 50.0, 51, 0.3469756543636322, 0.8529065847396851, 0.544045627117157, 0.403634250164032, 0.8292904496192932, 0.6483330726623535, 41.49099802970886
12, 3, 0.7111186070076757, 0.00014667872250916566, 0.4, 24.0, 80.0, 192, 0.4432825446128845, 0.7933841943740845, 0.46747252345085144, 0.5102020502090454, 0.784826397895813, 0.34711289405822754, 36.35058236122131
12, 5, 0.7111186070076757, 0.00014667872250916566, 0.4, 24.0, 80.0, 174, 0.4489341974258423, 0.7974979877471924, 0.38311028480529785, 0.5338281989097595, 0.752350926399231, 0.35874953866004944, 34.72200083732605
12, 9, 0.7111186070076757, 0.00014667872250916566, 0.4, 24.0, 80.0, 198, 0.42234766483306885, 0.822912871837616, 0.398499995470047, 0.5110431909561157, 0.7966413497924805, 0.5621451139450073, 37.791998624801636
13, 3, 0.7859705883358518, 0.0007848051155758701, 0.4, 52.0, 70.0, 117, 0.32574039697647095, 0.8676419854164124, 0.49447277188301086, 0.5408437252044678, 0.815920889377594, 0.5230796337127686, 39.62097668647766
13, 5, 0.7859705883358518, 0.0007848051155758701, 0.4, 52.0, 70.0, 82, 0.35342204570770264, 0.841990053653717, 0.5429708957672119, 0.5710924863815308, 0.7539184093475342, 0.4762102961540222, 38.05298042297363
13, 9, 0.7859705883358518, 0.0007848051155758701, 0.4, 52.0, 70.0, 180, 0.21765688061714172, 0.9148087501525879, 0.7291664481163025, 0.5168503522872925, 0.825559139251709, 0.5876251459121704, 40.489999532699585
14, 3, 0.8456900678932056, 0.0017526442759249247, 0.3, 48.0, 30.0, 102, 0.4305576682090759, 0.7902575731277466, 0.525455117225647, 0.4331633448600769, 0.8134332895278931, 0.620381772518158, 37.825000286102295
14, 5, 0.8456900678932056, 0.0017526442759249247, 0.3, 48.0, 30.0, 54, 0.38721269369125366, 0.8234716653823853, 0.5341527462005615, 0.47424542903900146, 0.819749116897583, 0.5686431527137756, 36.180999994277954
14, 9, 0.8456900678932056, 0.0017526442759249247, 0.3, 48.0, 30.0, 198, 0.2082517445087433, 0.9199140667915344, 0.6713312268257141, 0.5195454359054565, 0.8330218195915222, 0.6153512001037598, 38.348998069763184
15, 3, 0.9038801756840624, 0.0007095680957937702, 0.2, 38.0, 40.0, 190, 0.383624404668808, 0.8374177813529968, 0.5579836368560791, 0.45096147060394287, 0.8047268390655518, 0.5077686309814453, 37.09200048446655
15, 5, 0.9038801756840624, 0.0007095680957937702, 0.2, 38.0, 40.0, 192, 0.37683185935020447, 0.8287627100944519, 0.6024612784385681, 0.48729535937309265, 0.8025076985359192, 0.5954405665397644, 35.30499887466431
15, 9, 0.9038801756840624, 0.0007095680957937702, 0.2, 38.0, 40.0, 85, 0.3118159770965576, 0.8784332871437073, 0.5649638175964355, 0.4192667603492737, 0.8180965185165405, 0.6317664980888367, 37.00000071525574
16, 3, 0.7580090528093125, 0.005274326394880992, 0.4, 54.0, 40.0, 95, 0.4330011010169983, 0.7959898114204407, 0.5342912673950195, 0.564252495765686, 0.7835826277732849, 0.6389462947845459, 39.545979738235474
16, 5, 0.7580090528093125, 0.005274326394880992, 0.4, 54.0, 40.0, 151, 0.2363497018814087, 0.9064434766769409, 0.7752737998962402, 0.5106993913650513, 0.8150469064712524, 0.6450814008712769, 37.58099865913391
16, 9, 0.7580090528093125, 0.005274326394880992, 0.4, 54.0, 40.0, 110, 0.26055020093917847, 0.8959828019142151, 0.642387330532074, 0.685623049736023, 0.7873129844665527, 0.6382999420166016, 39.46099781990051
17, 3, 0.7614587999617894, 0.00807269177690286, 0.4, 40.0, 60.0, 115, 0.3389996290206909, 0.8395021557807922, 0.6001508831977844, 0.5201077461242676, 0.8109457492828369, 0.6456964612007141, 38.05900049209595
17, 5, 0.7614587999617894, 0.00807269177690286, 0.4, 40.0, 60.0, 110, 0.45501697063446045, 0.7931690216064453, 0.5175753831863403, 0.5312067866325378, 0.7742945551872253, 0.5988350510597229, 36.10398077964783
17, 9, 0.7614587999617894, 0.00807269177690286, 0.4, 40.0, 60.0, 91, 0.26935458183288574, 0.8860912919044495, 0.527620255947113, 0.4633283019065857, 0.8395516276359558, 0.6874760985374451, 37.7499794960022
18, 3, 0.9592590214404533, 0.00013558427734477994, 0.2, 56.0, 30.0, 199, 0.47725948691368103, 0.7626388669013977, 0.4379206597805023, 0.46848541498184204, 0.771144688129425, 0.39536961913108826, 39.022998571395874
18, 5, 0.9592590214404533, 0.00013558427734477994, 0.2, 56.0, 30.0, 62, 0.5988839864730835, 0.7729671597480774, 0.39910900592803955, 0.5928679704666138, 0.75862056016922, 0.5219843983650208, 37.42498016357422
18, 9, 0.9592590214404533, 0.00013558427734477994, 0.2, 56.0, 30.0, 158, 0.4315752387046814, 0.822912871837616, 0.48503199219703674, 0.4649585485458374, 0.8339546322822571, 0.6274693608283997, 38.74500036239624
19, 3, 0.833352680104028, 0.00013468967761955306, 0.4, 52.0, 60.0, 143, 0.4910203218460083, 0.7550827860832214, 0.5034235119819641, 0.49407437443733215, 0.743781566619873, 0.4157237708568573, 40.968000650405884
19, 5, 0.833352680104028, 0.00013468967761955306, 0.4, 52.0, 60.0, 194, 0.413260281085968, 0.8092823028564453, 0.489728182554245, 0.5010432004928589, 0.7946707606315613, 0.43398168683052063, 37.76799964904785
19, 9, 0.833352680104028, 0.00013468967761955306, 0.4, 52.0, 60.0, 57, 0.5248422622680664, 0.7929190993309021, 0.5494354367256165, 0.5751141309738159, 0.7975741624832153, 0.5827253460884094, 39.53200364112854
20, 3, 0.867397483883857, 0.0012239780843197594, 0.3, 34.0, 40.0, 175, 0.3454782962799072, 0.8533115386962891, 0.6235504150390625, 0.4911905825138092, 0.7922890186309814, 0.5589005351066589, 37.43899941444397
20, 5, 0.867397483883857, 0.0012239780843197594, 0.3, 34.0, 40.0, 183, 0.3700066804885864, 0.8244336843490601, 0.5648750066757202, 0.5276869535446167, 0.7836989760398865, 0.6369426846504211, 34.91400933265686
20, 9, 0.867397483883857, 0.0012239780843197594, 0.3, 34.0, 40.0, 83, 0.3473188877105713, 0.8541829586029053, 0.5332722067832947, 0.4000377953052521, 0.8395516276359558, 0.6477144956588745, 36.16200041770935
21, 3, 0.8025923282444176, 0.003271127270325434, 0.4, 44.0, 90.0, 164, 0.22540037333965302, 0.9166260957717896, 0.7244687080383301, 0.5438641309738159, 0.8022392988204956, 0.6608293652534485, 40.29299855232239
21, 5, 0.8025923282444176, 0.003271127270325434, 0.4, 44.0, 90.0, 193, 0.29472991824150085, 0.8814317584037781, 0.6779633164405823, 0.5255708694458008, 0.7601879835128784, 0.61290043592453, 37.941980838775635
21, 9, 0.8025923282444176, 0.003271127270325434, 0.4, 44.0, 90.0, 197, 0.16230162978172302, 0.9374635815620422, 0.6714524030685425, 0.6195570230484009, 0.8115666508674622, 0.641212522983551, 39.85981345176697
22, 3, 0.8132365896650141, 0.00956360067863413, 0, 30.0, 70.0, 116, 0.3601383566856384, 0.8350728154182434, 0.619878888130188, 0.4542984664440155, 0.8084582090377808, 0.6526342630386353, 37.49399924278259
22, 5, 0.8132365896650141, 0.00956360067863413, 0, 30.0, 70.0, 81, 0.28741705417633057, 0.874697744846344, 0.6662995219230652, 0.5667774677276611, 0.7398118376731873, 0.6350415945053101, 35.56399893760681
22, 9, 0.8132365896650141, 0.00956360067863413, 0, 30.0, 70.0, 141, 0.11695719510316849, 0.9575657844543457, 0.7286897301673889, 0.7331446409225464, 0.8041039109230042, 0.6444501280784607, 37.58389902114868
23, 3, 0.8848733823026642, 0.0033153954939610345, 0, 30.0, 10.0, 83, 0.4509264826774597, 0.7642021775245667, 0.5886680483818054, 0.4682144522666931, 0.7860701680183411, 0.578192412853241, 35.03899359703064
23, 5, 0.8848733823026642, 0.0033153954939610345, 0, 30.0, 10.0, 190, 0.3386448919773102, 0.8429520130157471, 0.5830507874488831, 0.4563252329826355, 0.8338556289672852, 0.609516441822052, 33.239001512527466
23, 9, 0.8848733823026642, 0.0033153954939610345, 0, 30.0, 10.0, 138, 0.30328983068466187, 0.8730089068412781, 0.5423375964164734, 0.42954009771347046, 0.8460814356803894, 0.6507250666618347, 35.351001262664795
24, 3, 0.8128151205425074, 0.009483242344402093, 0, 20.0, 100.0, 195, 0.28630053997039795, 0.886141300201416, 0.7341360449790955, 0.4732509255409241, 0.7860701084136963, 0.6225801110267639, 36.82599973678589
24, 5, 0.8128151205425074, 0.009483242344402093, 0, 20.0, 100.0, 185, 0.3692353367805481, 0.827079176902771, 0.6431398391723633, 0.5273236632347107, 0.7805641293525696, 0.5970114469528198, 34.861000299453735
24, 9, 0.8128151205425074, 0.009483242344402093, 0, 20.0, 100.0, 195, 0.059416674077510834, 0.9779870510101318, 0.8079157471656799, 0.7923049926757812, 0.816230833530426, 0.6450824737548828, 37.24500060081482
25, 3, 0.9891046476582056, 0.003336903075139629, 0, 30.0, 80.0, 72, 0.40630319714546204, 0.8233478665351868, 0.4939579963684082, 0.4793647527694702, 0.7898014187812805, 0.4951639175415039, 37.23999857902527
25, 5, 0.9891046476582056, 0.003336903075139629, 0, 30.0, 80.0, 51, 0.36568284034729004, 0.8292436599731445, 0.4781927764415741, 0.6400855779647827, 0.727272629737854, 0.49390873312950134, 36.207998752593994
25, 9, 0.9891046476582056, 0.003336903075139629, 0, 30.0, 80.0, 170, 0.12939459085464478, 0.9521414041519165, 0.6555386781692505, 0.574703574180603, 0.8339546322822571, 0.5317389965057373, 38.2239990234375
26, 3, 0.8907249758873524, 0.0004471295686755157, 0, 44.0, 100.0, 130, 0.3412759006023407, 0.8574804067611694, 0.5484167337417603, 0.482113778591156, 0.7835826277732849, 0.5192950963973999, 40.47499942779541
26, 5, 0.8907249758873524, 0.0004471295686755157, 0, 44.0, 100.0, 85, 0.37713930010795593, 0.8371800780296326, 0.5486729741096497, 0.5185662508010864, 0.771159827709198, 0.40224409103393555, 38.887999534606934
26, 9, 0.8907249758873524, 0.0004471295686755157, 0, 44.0, 100.0, 67, 0.32711514830589294, 0.8666271567344666, 0.5164836049079895, 0.46252596378326416, 0.8236934542655945, 0.6109381914138794, 41.10300064086914
27, 3, 0.8235733858884301, 0.0044292270603272415, 0, 30.0, 70.0, 147, 0.2805594801902771, 0.8822330832481384, 0.6586447358131409, 0.47887665033340454, 0.8097019195556641, 0.647176206111908, 37.46500039100647
27, 5, 0.8235733858884301, 0.0044292270603272415, 0, 30.0, 70.0, 157, 0.27721107006073, 0.8771026730537415, 0.6733993887901306, 0.6246819496154785, 0.7476487755775452, 0.5985467433929443, 35.66299819946289
27, 9, 0.8235733858884301, 0.0044292270603272415, 0, 30.0, 70.0, 88, 0.16167651116847992, 0.9476742148399353, 0.7345703840255737, 0.4851981997489929, 0.8507456183433533, 0.6848010420799255, 36.91299843788147
28, 3, 0.7878782457675739, 0.007751614203946874, 0.1, 20.0, 10.0, 74, 0.47886237502098083, 0.7496111989021301, 0.4696645736694336, 0.4483987092971802, 0.7985079288482666, 0.5704115629196167, 35.549999475479126
28, 5, 0.7878782457675739, 0.007751614203946874, 0.1, 20.0, 10.0, 70, 0.4121245741844177, 0.8143327832221985, 0.5245020389556885, 0.42906439304351807, 0.8275861144065857, 0.6351884603500366, 33.20700025558472
28, 9, 0.7878782457675739, 0.007751614203946874, 0.1, 20.0, 10.0, 95, 0.3962542414665222, 0.8372715711593628, 0.6405182480812073, 0.36227285861968994, 0.8619396090507507, 0.7069135904312134, 34.624999046325684
29, 3, 0.9471197890210308, 0.002699799064310819, 0, 44.0, 70.0, 88, 0.406596302986145, 0.8116229772567749, 0.5613270998001099, 0.4374622106552124, 0.8171646595001221, 0.5959504246711731, 40.07300090789795
29, 5, 0.9471197890210308, 0.002699799064310819, 0, 44.0, 70.0, 104, 0.3328239321708679, 0.8566603660583496, 0.5026332139968872, 0.535481333732605, 0.7836989164352417, 0.5108415484428406, 37.75500011444092
29, 9, 0.9471197890210308, 0.002699799064310819, 0, 44.0, 70.0, 183, 0.10509317368268967, 0.9597994685173035, 0.6865872740745544, 1.1496726274490356, 0.760260820388794, 0.690700888633728, 38.927000522613525
30, 3, 0.9986747095372026, 0.0045134455410087235, 0, 24.0, 90.0, 121, 0.3341817855834961, 0.8514876961708069, 0.6247034072875977, 0.46080276370048523, 0.7935327887535095, 0.5889837145805359, 37.65099859237671
30, 5, 0.9986747095372026, 0.0045134455410087235, 0, 24.0, 90.0, 174, 0.22145907580852509, 0.9112534523010254, 0.7027525305747986, 0.6296477317810059, 0.7554857730865479, 0.45210185647010803, 35.286999225616455
30, 9, 0.9986747095372026, 0.0045134455410087235, 0, 24.0, 90.0, 95, 0.26566261053085327, 0.8931110501289368, 0.5904760360717773, 0.432059645652771, 0.8330217599868774, 0.664929986000061, 36.962998151779175
31, 3, 0.8676240871190944, 0.00031083606707024464, 0.4, 60.0, 50.0, 142, 0.4434739351272583, 0.7881731390953064, 0.49249348044395447, 0.4517555236816406, 0.7860701084136963, 0.5048682689666748, 41.435614824295044
31, 5, 0.8676240871190944, 0.00031083606707024464, 0.4, 60.0, 50.0, 89, 0.4305776059627533, 0.8073583841323853, 0.43530529737472534, 0.5160366296768188, 0.7931033372879028, 0.42871418595314026, 39.676002502441406
31, 9, 0.8676240871190944, 0.00031083606707024464, 0.4, 60.0, 50.0, 120, 0.35478144884109497, 0.8570547103881836, 0.5438726544380188, 0.45108848810195923, 0.8320889472961426, 0.5947157144546509, 41.072981119155884
32, 3, 0.8551839533756843, 0.009919232954821866, 0.1, 32.0, 20.0, 180, 0.41360852122306824, 0.7881731390953064, 0.6022838354110718, 0.5526212453842163, 0.771144688129425, 0.6619287729263306, 36.030996799468994
32, 5, 0.8551839533756843, 0.009919232954821866, 0.1, 32.0, 20.0, 108, 0.3286363482475281, 0.8475214838981628, 0.5631311535835266, 0.48006147146224976, 0.8087772727012634, 0.651535153388977, 34.066997051239014
32, 9, 0.8551839533756843, 0.009919232954821866, 0.1, 32.0, 20.0, 54, 0.3212265372276306, 0.8666271567344666, 0.6529562473297119, 0.3631376624107361, 0.84328293800354, 0.6893574595451355, 35.292001247406006
33, 3, 0.9546994262372586, 0.006590698432296587, 0.1, 46.0, 20.0, 116, 0.4294963479042053, 0.7714977264404297, 0.5758805871009827, 0.44565680623054504, 0.8022392392158508, 0.6175747513771057, 37.738999128341675
33, 5, 0.9546994262372586, 0.006590698432296587, 0.1, 46.0, 20.0, 116, 0.36661458015441895, 0.8362181186676025, 0.5412485599517822, 0.4520501494407654, 0.819749116897583, 0.636463463306427, 36.338998556137085
33, 9, 0.9546994262372586, 0.006590698432296587, 0.1, 46.0, 20.0, 92, 0.24120065569877625, 0.9125751256942749, 0.6244053244590759, 0.48234301805496216, 0.8423501253128052, 0.6937082409858704, 37.609999656677246
